EID,R,Year
2-s2.0-84890914182,0,2014
2-s2.0-84888391591,0,2014
2-s2.0-84893199885,0,2014
2-s2.0-84904720124,0,2014
2-s2.0-84894523111,0,2014
2-s2.0-84888137382,0,2014
2-s2.0-84890963376,0,2014
2-s2.0-84893788023,0,2014
2-s2.0-84893436816,0,2014
2-s2.0-84893696905,0,2014
2-s2.0-84894570105,0,2014
2-s2.0-84893011285,0,2014
2-s2.0-84894453426,0,2014
2-s2.0-84899879822,0,2014
2-s2.0-84894322444,0,2014
2-s2.0-84894569688,0,2014
2-s2.0-84892728617,0,2014
2-s2.0-84894276557,0,2014
2-s2.0-84891787828,0,2014
2-s2.0-84891782825,0,2014
2-s2.0-84923186770,0,2014
2-s2.0-84906819085,0,2014
2-s2.0-84923382773,0,2014
2-s2.0-84921948445,0,2014
2-s2.0-84908879048,0,2014
2-s2.0-84900022184,0,2014
2-s2.0-84924331576,0,2014
2-s2.0-84912084289,0,2014
2-s2.0-84919771477,0,2014
2-s2.0-84907232488,0,2014
2-s2.0-84893947086,0,2014
2-s2.0-84897086339,0,2014
2-s2.0-84905836735,0,2014
2-s2.0-84912067584,0,2014
2-s2.0-84907896640,0,2014
2-s2.0-84900016629,0,2014
2-s2.0-84904702249,0,2014
2-s2.0-84925634330,0,2014
2-s2.0-84923963458,0,2014
2-s2.0-84904352675,0,2014
2-s2.0-84908310651,0,2014
2-s2.0-84911986087,0,2014
2-s2.0-84907336131,0,2014
2-s2.0-84901013761,0,2014
2-s2.0-84905717510,0,2014
2-s2.0-84904464014,0,2014
2-s2.0-84904416272,0,2014
2-s2.0-84912086314,0,2014
2-s2.0-84900021220,0,2014
2-s2.0-84908101833,0,2014
2-s2.0-84904398871,0,2014
2-s2.0-84914163268,0,2014
2-s2.0-84901649028,0,2014
2-s2.0-84920093388,0,2014
2-s2.0-84905652769,0,2014
2-s2.0-84908180879,0,2014
2-s2.0-84904413960,0,2014
2-s2.0-84905715400,0,2014
2-s2.0-84921640752,0,2014
2-s2.0-84921633637,0,2014
2-s2.0-84902167301,0,2014
2-s2.0-84905844114,0,2014
2-s2.0-84895144975,0,2014
2-s2.0-84901193453,0,2014
2-s2.0-84904489178,0,2014
2-s2.0-84919906986,0,2014
2-s2.0-84922359524,0,2014
2-s2.0-84905699858,0,2014
2-s2.0-84897016916,0,2014
2-s2.0-84902212095,0,2014
2-s2.0-84890012518,0,2014
2-s2.0-84898677507,0,2014
2-s2.0-84901492495,0,2014
2-s2.0-84915746653,0,2014
2-s2.0-84921798078,0,2014
2-s2.0-84907171158,0,2014
2-s2.0-84920425627,0,2014
2-s2.0-84908432023,0,2014
2-s2.0-84907477018,0,2014
2-s2.0-84891515889,0,2014
2-s2.0-84908215227,0,2014
2-s2.0-84907202703,0,2014
2-s2.0-84920448019,0,2014
2-s2.0-84901621627,0,2014
2-s2.0-84902477228,0,2014
2-s2.0-84917690966,0,2014
2-s2.0-84912122719,0,2014
2-s2.0-84905513040,0,2014
2-s2.0-84921656131,0,2014
2-s2.0-84895146150,0,2014
2-s2.0-84901611249,0,2014
2-s2.0-84923888410,0,2014
2-s2.0-84915753417,0,2014
2-s2.0-84918776035,0,2014
2-s2.0-84902306321,0,2014
2-s2.0-84923068527,0,2014
2-s2.0-84911064898,0,2014
2-s2.0-84911471967,0,2014
2-s2.0-84900462736,0,2014
2-s2.0-84904902704,0,2014
2-s2.0-84923534384,0,2014
2-s2.0-84921657208,0,2014
2-s2.0-84908550883,0,2014
2-s2.0-84899928992,0,2014
2-s2.0-84905841283,0,2014
2-s2.0-84904536692,0,2014
2-s2.0-84904358201,0,2014
2-s2.0-84922959119,0,2014
2-s2.0-84893127674,0,2014
2-s2.0-84901027261,0,2014
2-s2.0-84903278942,0,2014
2-s2.0-84905010402,0,2014
2-s2.0-84923875545,0,2014
2-s2.0-84907497914,0,2014
2-s2.0-84924942888,0,2014
2-s2.0-84907201083,0,2014
2-s2.0-84906904583,0,2014
2-s2.0-84908674055,0,2014
2-s2.0-84908252264,0,2014
2-s2.0-84908306473,0,2014
2-s2.0-84901277048,0,2014
2-s2.0-84903289246,0,2014
2-s2.0-84906838806,0,2014
2-s2.0-84919756083,0,2014
2-s2.0-84904325840,0,2014
2-s2.0-84901488100,0,2014
2-s2.0-84919765298,0,2014
2-s2.0-84890018004,0,2014
2-s2.0-84921657761,0,2014
2-s2.0-84905046599,0,2014
2-s2.0-84899505973,0,2014
2-s2.0-84924251364,0,2014
2-s2.0-84901779048,0,2014
2-s2.0-84893877110,0,2014
2-s2.0-84923330087,0,2014
2-s2.0-84907623437,0,2014
2-s2.0-84908430697,0,2014
2-s2.0-84908661084,0,2014
2-s2.0-84917706312,0,2014
2-s2.0-84919459120,0,2014
2-s2.0-84896321107,0,2014
2-s2.0-84919926013,0,2014
2-s2.0-84923083887,0,2014
2-s2.0-84904636881,0,2014
2-s2.0-84907344275,0,2014
2-s2.0-84922552763,0,2014
2-s2.0-84912530873,0,2014
2-s2.0-84901366789,0,2014
2-s2.0-84925326101,0,2014
2-s2.0-84924007834,0,2014
2-s2.0-84907497913,0,2014
2-s2.0-84920260956,0,2014
2-s2.0-84896498512,0,2014
2-s2.0-84904367578,0,2014
2-s2.0-84888197464,0,2014
2-s2.0-84912076452,0,2014
2-s2.0-84919623184,0,2014
2-s2.0-84908637594,0,2014
2-s2.0-84904106253,0,2014
2-s2.0-84921656660,0,2014
2-s2.0-84890054587,0,2014
2-s2.0-84921676715,0,2014
2-s2.0-84904564798,0,2014
2-s2.0-84921515266,0,2014
2-s2.0-84903957022,0,2014
2-s2.0-84899535958,0,2014
2-s2.0-84901353122,0,2014
2-s2.0-84890053854,0,2014
2-s2.0-84908117177,0,2014
2-s2.0-84900846692,0,2014
2-s2.0-84897554151,0,2014
2-s2.0-84911987563,0,2014
2-s2.0-84893114793,0,2014
2-s2.0-84907680740,0,2014
2-s2.0-84925447415,0,2014
2-s2.0-84925595714,0,2014
2-s2.0-84925839458,0,2014
2-s2.0-84919642611,0,2014
2-s2.0-84908277947,0,2014
2-s2.0-84920513310,0,2014
2-s2.0-84904605380,0,2014
2-s2.0-84910610329,0,2014
2-s2.0-84904579466,0,2014
2-s2.0-84897997573,0,2014
2-s2.0-84925384215,0,2014
2-s2.0-84904872619,0,2014
2-s2.0-84908277959,0,2014
2-s2.0-84919754093,0,2014
2-s2.0-84920950401,0,2014
2-s2.0-84900442541,0,2014
2-s2.0-84903890024,0,2014
2-s2.0-84910139096,0,2014
2-s2.0-84919607994,0,2014
2-s2.0-84890282341,0,2014
2-s2.0-84902274714,0,2014
2-s2.0-84924285136,0,2014
2-s2.0-84919687564,0,2014
2-s2.0-84923068331,0,2014
2-s2.0-84907373915,0,2014
2-s2.0-84897023034,0,2014
2-s2.0-84911091104,0,2014
2-s2.0-84897497087,0,2014
2-s2.0-84904118294,0,2014
2-s2.0-84910609255,0,2014
2-s2.0-84904704425,0,2014
2-s2.0-84921633730,0,2014
2-s2.0-84908214736,0,2014
2-s2.0-84907379543,0,2014
2-s2.0-84923067168,0,2014
2-s2.0-84925321736,0,2014
2-s2.0-84919930782,0,2014
2-s2.0-84907054415,0,2014
2-s2.0-84906904037,0,2014
2-s2.0-84899872067,0,2014
2-s2.0-84905836729,0,2014
2-s2.0-84904544151,0,2014
2-s2.0-84898806852,0,2014
2-s2.0-84900334154,0,2014
2-s2.0-84920514424,0,2014
2-s2.0-84904306225,0,2014
2-s2.0-84924911131,0,2014
2-s2.0-84921665532,0,2014
2-s2.0-84900818166,0,2014
2-s2.0-84921327959,0,2014
2-s2.0-84906052490,0,2014
2-s2.0-84898604272,0,2014
2-s2.0-84919865419,0,2014
2-s2.0-84908393696,0,2014
2-s2.0-84919488234,0,2014
2-s2.0-84914689276,0,2014
2-s2.0-84908319618,0,2014
2-s2.0-84903471621,0,2014
2-s2.0-84918814134,0,2014
2-s2.0-84905686851,0,2014
2-s2.0-84921635101,0,2014
2-s2.0-84910116116,0,2014
2-s2.0-84904503254,0,2014
2-s2.0-84890070856,0,2014
2-s2.0-84890095964,0,2014
2-s2.0-84893945660,0,2014
2-s2.0-84902828157,0,2014
2-s2.0-84891129146,0,2013
2-s2.0-84890879030,0,2013
2-s2.0-84890861783,0,2013
2-s2.0-84890876807,0,2013
2-s2.0-84890880253,0,2013
2-s2.0-84890880891,0,2013
2-s2.0-84890866126,0,2013
2-s2.0-84890888985,0,2013
2-s2.0-84890873627,0,2013
2-s2.0-84890864656,0,2013
2-s2.0-84890815317,0,2013
2-s2.0-84890627435,0,2013
2-s2.0-84892162313,0,2013
2-s2.0-84884726724,0,2013
2-s2.0-84890284118,0,2013
2-s2.0-84888312322,0,2013
2-s2.0-84890173758,0,2013
2-s2.0-84923368310,0,2013
2-s2.0-84890183432,0,2013
2-s2.0-84891936430,0,2013
2-s2.0-84886233792,0,2013
2-s2.0-84888799530,0,2013
2-s2.0-84890903197,0,2013
2-s2.0-84893541474,0,2013
2-s2.0-84893516771,0,2013
2-s2.0-84892369222,0,2013
2-s2.0-84894114882,0,2013
2-s2.0-84893332798,0,2013
2-s2.0-84893625625,0,2013
2-s2.0-84893608914,0,2013
2-s2.0-84892772438,0,2013
2-s2.0-84894528740,0,2013
2-s2.0-84894194511,0,2013
2-s2.0-84892427457,0,2013
2-s2.0-84892429208,0,2013
2-s2.0-84893188266,0,2013
2-s2.0-84897854501,0,2013
2-s2.0-84891500254,0,2013
2-s2.0-84893373214,0,2013
2-s2.0-84892415147,0,2013
2-s2.0-84893354211,0,2013
2-s2.0-84885442355,0,2013
2-s2.0-84897838159,0,2013
2-s2.0-84889245193,0,2013
2-s2.0-84893797312,0,2013
2-s2.0-84890859306,0,2013
2-s2.0-84891961447,0,2013
2-s2.0-84890262042,0,2013
2-s2.0-84890040393,0,2013
2-s2.0-84883638652,0,2013
2-s2.0-84893264458,0,2013
2-s2.0-84893458806,0,2013
2-s2.0-84898717855,0,2013
2-s2.0-84893753024,0,2013
2-s2.0-84892434493,0,2013
2-s2.0-84893219777,0,2013
2-s2.0-84893058979,0,2013
2-s2.0-84890397785,0,2013
2-s2.0-84891292518,0,2013
2-s2.0-84892429470,0,2013
2-s2.0-84896806675,0,2013
2-s2.0-84890236566,0,2013
2-s2.0-84893341101,0,2013
2-s2.0-84892899608,0,2013
2-s2.0-84888590596,0,2013
2-s2.0-84887618935,0,2013
2-s2.0-84887409892,0,2013
2-s2.0-84887960739,0,2013
2-s2.0-84887492755,0,2013
2-s2.0-84896703786,0,2013
2-s2.0-84888335500,0,2013
2-s2.0-84906614048,0,2013
2-s2.0-84887494405,0,2013
2-s2.0-84887433964,0,2013
2-s2.0-84879958525,0,2013
2-s2.0-84887271776,0,2013
2-s2.0-84887072894,0,2013
2-s2.0-84888255737,0,2013
2-s2.0-84886802596,0,2013
2-s2.0-84888248597,0,2013
2-s2.0-84889247849,0,2013
2-s2.0-84886713590,0,2013
2-s2.0-84886004520,0,2013
2-s2.0-84884989200,0,2013
2-s2.0-84886903433,0,2013
2-s2.0-84885183097,0,2013
2-s2.0-84890200158,0,2013
2-s2.0-84880934095,0,2013
2-s2.0-84886575876,0,2013
2-s2.0-84892651052,0,2013
2-s2.0-84891147005,0,2013
2-s2.0-84886878987,0,2013
2-s2.0-84885934040,0,2013
2-s2.0-84887086430,0,2013
2-s2.0-84903362653,0,2013
2-s2.0-84886657062,0,2013
2-s2.0-84878952868,0,2013
2-s2.0-84885197016,0,2013
2-s2.0-84886287000,0,2013
2-s2.0-84886241215,0,2013
2-s2.0-84884972782,0,2013
2-s2.0-84884875785,0,2013
2-s2.0-84884731566,0,2013
2-s2.0-84884798297,0,2013
2-s2.0-84883529461,0,2013
2-s2.0-84878647244,0,2013
2-s2.0-84883052852,0,2013
2-s2.0-84897643988,0,2013
2-s2.0-84884674007,0,2013
2-s2.0-84892974463,0,2013
2-s2.0-84884331574,0,2013
2-s2.0-84884315681,0,2013
2-s2.0-84884329049,0,2013
2-s2.0-84884333011,0,2013
2-s2.0-84884341858,0,2013
2-s2.0-84884298542,0,2013
2-s2.0-84884334227,0,2013
2-s2.0-84884346086,0,2013
2-s2.0-84884335582,0,2013
2-s2.0-84884314725,0,2013
2-s2.0-84884332055,0,2013
2-s2.0-84884299463,0,2013
2-s2.0-84884995941,0,2013
2-s2.0-84884885069,0,2013
2-s2.0-84884830354,0,2013
2-s2.0-84886379432,0,2013
2-s2.0-84883853658,0,2013
2-s2.0-84884863452,0,2013
2-s2.0-84884838959,0,2013
2-s2.0-84884881472,0,2013
2-s2.0-84884830336,0,2013
2-s2.0-84884862190,0,2013
2-s2.0-84884853838,0,2013
2-s2.0-84884846162,0,2013
2-s2.0-84884893201,0,2013
2-s2.0-84883696701,0,2013
2-s2.0-84883698982,0,2013
2-s2.0-84883668663,0,2013
2-s2.0-84883705850,0,2013
2-s2.0-84883634737,0,2013
2-s2.0-84883567578,0,2013
2-s2.0-84883592840,0,2013
2-s2.0-84883537423,0,2013
2-s2.0-84883550123,0,2013
2-s2.0-84883297514,0,2013
2-s2.0-84884523667,0,2013
2-s2.0-84884933083,0,2013
2-s2.0-84883404936,0,2013
2-s2.0-84883120805,0,2013
2-s2.0-84885628585,0,2013
2-s2.0-84883064519,0,2013
2-s2.0-84883091292,0,2013
2-s2.0-84883056592,0,2013
2-s2.0-84883824987,0,2013
2-s2.0-84880327190,0,2013
2-s2.0-84885033470,0,2013
2-s2.0-84881023376,0,2013
2-s2.0-84878603468,0,2013
2-s2.0-84888432468,0,2013
2-s2.0-84885944582,0,2013
2-s2.0-84884972259,0,2013
2-s2.0-84882797031,0,2013
2-s2.0-84882772658,0,2013
2-s2.0-84882369277,0,2013
2-s2.0-84883209905,0,2013
2-s2.0-84882420028,0,2013
2-s2.0-84883377592,0,2013
2-s2.0-84882269554,0,2013
2-s2.0-84881656539,0,2013
2-s2.0-84881628652,0,2013
2-s2.0-84881396449,0,2013
2-s2.0-84883754153,0,2013
2-s2.0-84884843297,0,2013
2-s2.0-84881326380,0,2013
2-s2.0-84881352203,0,2013
2-s2.0-84881360068,0,2013
2-s2.0-84878926360,0,2013
2-s2.0-84881293522,0,2013
2-s2.0-84881293174,0,2013
2-s2.0-84881126592,0,2013
2-s2.0-84882435757,0,2013
2-s2.0-84880864363,0,2013
2-s2.0-84880809727,0,2013
2-s2.0-84880728194,0,2013
2-s2.0-84880741797,0,2013
2-s2.0-84884753397,0,2013
2-s2.0-84885179240,0,2013
2-s2.0-84875752621,0,2013
2-s2.0-84880718975,0,2013
2-s2.0-84880858479,0,2013
2-s2.0-84879677454,0,2013
2-s2.0-84880558268,0,2013
2-s2.0-84881309207,0,2013
2-s2.0-84880419932,0,2013
2-s2.0-84882827785,0,2013
2-s2.0-84880345266,0,2013
2-s2.0-84880266581,0,2013
2-s2.0-84880221475,0,2013
2-s2.0-84879929801,0,2013
2-s2.0-84880073388,0,2013
2-s2.0-84880698637,0,2013
2-s2.0-84879740906,0,2013
2-s2.0-84880698321,0,2013
2-s2.0-84879757088,0,2013
2-s2.0-84879706424,0,2013
2-s2.0-84879701925,0,2013
2-s2.0-84879514847,0,2013
2-s2.0-84879518083,0,2013
2-s2.0-84879264473,0,2013
2-s2.0-84878386764,0,2013
2-s2.0-84879998439,0,2013
2-s2.0-84880951092,0,2013
2-s2.0-84879803031,0,2013
2-s2.0-84881612066,0,2013
2-s2.0-84879507902,0,2013
2-s2.0-84877921607,0,2013
2-s2.0-84893521510,0,2013
2-s2.0-84879534603,0,2013
2-s2.0-84881204677,0,2013
2-s2.0-84879891043,0,2013
2-s2.0-84878932561,0,2013
2-s2.0-84878920180,0,2013
2-s2.0-84878947144,0,2013
2-s2.0-84879651168,0,2013
2-s2.0-84880511242,0,2013
2-s2.0-84879042326,0,2013
2-s2.0-84878796060,0,2013
2-s2.0-84879097694,0,2013
2-s2.0-84878731152,0,2013
2-s2.0-84878539116,0,2013
2-s2.0-84878437390,0,2013
2-s2.0-84878447733,0,2013
2-s2.0-84879147171,0,2013
2-s2.0-84878273222,0,2013
2-s2.0-84878255887,0,2013
2-s2.0-84873705026,0,2013
2-s2.0-84873082139,0,2013
2-s2.0-84877702421,0,2013
2-s2.0-84876121827,0,2013
2-s2.0-84878167971,0,2013
2-s2.0-84878813421,0,2013
2-s2.0-84873057616,0,2013
2-s2.0-84878263294,0,2013
2-s2.0-84878145866,0,2013
2-s2.0-84878587786,0,2013
2-s2.0-84877954931,0,2013
2-s2.0-84878483930,0,2013
2-s2.0-84877840426,0,2013
2-s2.0-84878591980,0,2013
2-s2.0-84877329879,0,2013
2-s2.0-84878985546,0,2013
2-s2.0-84879250636,0,2013
2-s2.0-84871572375,0,2013
2-s2.0-84875644768,0,2013
2-s2.0-84875803592,0,2013
2-s2.0-84876780405,0,2013
2-s2.0-84876986000,0,2013
2-s2.0-84876279103,0,2013
2-s2.0-84876708777,0,2013
2-s2.0-84876249110,0,2013
2-s2.0-84877147132,0,2013
2-s2.0-84876972868,0,2013
2-s2.0-84876486086,0,2013
2-s2.0-84875946012,0,2013
2-s2.0-84875827393,0,2013
2-s2.0-84877336821,0,2013
2-s2.0-84876195229,0,2013
2-s2.0-84876186237,0,2013
2-s2.0-84885994074,0,2013
2-s2.0-84875204044,0,2013
2-s2.0-84876217726,0,2013
2-s2.0-84875601362,0,2013
2-s2.0-84876193616,0,2013
2-s2.0-84876194276,0,2013
2-s2.0-84872610034,0,2013
2-s2.0-84874617046,0,2013
2-s2.0-84870753716,0,2013
2-s2.0-84893692951,0,2013
2-s2.0-84878504500,0,2013
2-s2.0-84879565831,0,2013
2-s2.0-84875383204,0,2013
2-s2.0-84875395806,0,2013
2-s2.0-84875388644,0,2013
2-s2.0-84875406990,0,2013
2-s2.0-84870860886,0,2013
2-s2.0-84875402452,0,2013
2-s2.0-84875401567,0,2013
2-s2.0-84876748978,0,2013
2-s2.0-84875445873,0,2013
2-s2.0-84875383905,0,2013
2-s2.0-84875392419,0,2013
2-s2.0-84880840072,0,2013
2-s2.0-84877113986,0,2013
2-s2.0-84877747346,0,2013
2-s2.0-84876004787,0,2013
2-s2.0-84875332908,0,2013
2-s2.0-84875318060,0,2013
2-s2.0-84875690670,0,2013
2-s2.0-84875265970,0,2013
2-s2.0-84876433344,0,2013
2-s2.0-84874885053,0,2013
2-s2.0-84874699906,0,2013
2-s2.0-84874721283,0,2013
2-s2.0-84874589795,0,2013
2-s2.0-84875142370,0,2013
2-s2.0-84874969662,0,2013
2-s2.0-84878679945,0,2013
2-s2.0-84872930912,0,2013
2-s2.0-84874299790,0,2013
2-s2.0-84873414570,0,2013
2-s2.0-84874501986,0,2013
2-s2.0-84877731720,0,2013
2-s2.0-84872389337,0,2013
2-s2.0-84870803848,0,2013
2-s2.0-84875546758,0,2013
2-s2.0-84874410317,0,2013
2-s2.0-84873570259,0,2013
2-s2.0-84874521394,0,2013
2-s2.0-84873949261,0,2013
2-s2.0-84874184333,0,2013
2-s2.0-84873928728,0,2013
2-s2.0-84874131409,0,2013
2-s2.0-84874159070,0,2013
2-s2.0-84868456636,0,2013
2-s2.0-84874034041,0,2013
2-s2.0-84880702114,0,2013
2-s2.0-84873169344,0,2013
2-s2.0-84873420545,0,2013
2-s2.0-84876341781,0,2013
2-s2.0-84873364876,0,2013
2-s2.0-84874981165,0,2013
2-s2.0-84872416516,0,2013
2-s2.0-84873841827,0,2013
2-s2.0-84868200552,0,2013
2-s2.0-84871521381,0,2013
2-s2.0-84872375928,0,2013
2-s2.0-84875096683,0,2013
2-s2.0-84875138391,0,2013
2-s2.0-84871799111,0,2013
2-s2.0-84871719670,0,2013
2-s2.0-84872517683,0,2013
2-s2.0-84873685933,0,2013
2-s2.0-84872493366,0,2013
2-s2.0-84872472102,0,2013
2-s2.0-84872446070,0,2013
2-s2.0-84872458921,0,2013
2-s2.0-84871810407,0,2013
2-s2.0-84872393218,0,2013
2-s2.0-84873144214,0,2013
2-s2.0-84872447647,0,2013
2-s2.0-84872729726,0,2013
2-s2.0-84872294309,0,2013
2-s2.0-84872241254,0,2013
2-s2.0-84872134298,0,2013
2-s2.0-84880697875,0,2013
2-s2.0-84872198112,0,2013
2-s2.0-84897000020,0,2013
2-s2.0-84896984103,0,2013
2-s2.0-84872228579,0,2013
2-s2.0-84871538768,0,2013
2-s2.0-84872241828,0,2013
2-s2.0-84871596234,0,2013
2-s2.0-84871556297,0,2013
2-s2.0-84871577142,0,2013
2-s2.0-84872736459,0,2013
2-s2.0-84872045711,0,2013
2-s2.0-84925794665,0,2013
2-s2.0-84890824770,0,2013
2-s2.0-84911868064,0,2013
2-s2.0-84900834899,0,2013
2-s2.0-84897431216,0,2013
2-s2.0-84893348297,0,2013
2-s2.0-84890841136,0,2013
2-s2.0-84902324470,0,2013
2-s2.0-84878117070,0,2013
2-s2.0-84899433354,0,2013
2-s2.0-84902438016,0,2013
2-s2.0-84897514336,0,2013
2-s2.0-84887346802,0,2013
2-s2.0-84884930264,0,2013
2-s2.0-84890848212,0,2013
2-s2.0-84878154387,0,2013
2-s2.0-84904802529,0,2013
2-s2.0-84911884453,0,2013
2-s2.0-84904469930,0,2013
2-s2.0-84902585304,0,2013
2-s2.0-84883338152,0,2013
2-s2.0-84899493812,0,2013
2-s2.0-84887353490,0,2013
2-s2.0-84900325414,0,2013
2-s2.0-84887373601,0,2013
2-s2.0-84878124820,0,2013
2-s2.0-84867125358,0,2013
2-s2.0-84870991829,0,2013
2-s2.0-84924346276,0,2013
2-s2.0-84923349140,0,2013
2-s2.0-84890829937,0,2013
2-s2.0-84878158179,0,2013
